user_id,occupation,monthly_income,income_variance,upi_txn_count,upi_avg_amount,upi_inflow_outflow_ratio,gst_filing_frequency,monthly_revenue,savings_ratio,missed_payments,credit_score,loan_repaid,risk_level,reason
1502,driver,35599,0.32,327,2420,0.92,10,158231,0.33,0,471,0,High Risk,Stable financial behavior
1503,vendor,97592,0.26,230,2867,0.87,5,183223,0.39,3,824,1,Low Risk,High missed payments
1504,freelancer,76914,0.56,236,2090,1.34,3,151590,0.44,2,704,1,Medium Risk,Stable financial behavior
1505,shopkeeper,77055,0.13,163,2530,0.53,10,36652,0.43,1,707,1,Medium Risk,Stable financial behavior
1506,vendor,97697,0.45,304,759,1.28,4,133114,0.48,0,833,1,Low Risk,Stable financial behavior
1507,shopkeeper,15355,0.19,430,843,1.09,1,122489,0.31,5,342,0,High Risk,High missed payments
1508,driver,64120,0.26,429,761,1.37,2,193420,0.46,3,634,1,Medium Risk,High missed payments
1509,shopkeeper,84619,0.31,79,2636,1.55,2,97001,0.41,5,739,1,Medium Risk,High missed payments
1510,driver,48342,0.55,313,2698,1.45,11,144269,0.45,0,547,0,High Risk,Stable financial behavior
1511,freelancer,95992,0.22,147,1767,1.98,10,96757,0.06,3,814,1,Low Risk,High missed payments
1512,driver,88860,0.15,362,306,0.71,4,44395,0.48,0,783,1,Low Risk,Stable financial behavior
1513,driver,12257,0.26,416,1262,1.14,4,153407,0.26,1,332,0,High Risk,Stable financial behavior
1514,delivery_agent,37364,0.15,378,920,1.14,5,121978,0.41,1,480,0,High Risk,Stable financial behavior
1515,vendor,34972,0.16,164,2996,1.13,4,151572,0.11,0,458,0,High Risk,Low savings
1516,vendor,36654,0.39,325,1781,1.5,11,144541,0.23,0,478,0,High Risk,Stable financial behavior
1517,freelancer,90769,0.13,330,858,1.23,5,28083,0.17,4,785,1,Low Risk,High missed payments
1518,freelancer,91423,0.12,324,2774,1.28,7,126598,0.18,0,797,1,Low Risk,Low savings
1519,vendor,39320,0.46,310,320,1.15,1,156615,0.11,0,486,0,High Risk,Low savings
1520,delivery_agent,30808,0.28,380,1593,1.99,3,116171,0.41,5,435,0,High Risk,High missed payments
1521,vendor,62389,0.16,256,599,1.89,5,140423,0.05,5,614,1,Medium Risk,High missed payments
1522,delivery_agent,44773,0.23,433,1187,0.96,11,26613,0.19,1,526,0,High Risk,Low savings
1523,freelancer,61168,0.42,377,617,0.67,4,130033,0.13,5,608,1,Medium Risk,High missed payments
1524,shopkeeper,37747,0.24,260,408,1.76,0,191612,0.32,0,478,0,High Risk,Stable financial behavior
1525,freelancer,86396,0.35,264,1723,2.0,8,96202,0.16,2,763,1,Low Risk,Low savings
1526,freelancer,93692,0.16,460,1687,0.94,2,177327,0.17,0,812,1,Low Risk,Low savings
1527,driver,67505,0.39,89,1407,1.04,1,105666,0.27,4,638,1,Medium Risk,High missed payments
1528,driver,95896,0.26,75,1762,1.91,8,42068,0.34,3,812,1,Low Risk,High missed payments
1529,driver,28135,0.41,76,1412,1.57,6,69057,0.1,1,414,0,High Risk,Low savings
1530,driver,57377,0.5,239,847,0.94,4,38946,0.13,5,581,0,High Risk,High missed payments
1531,delivery_agent,33554,0.41,132,1334,1.37,11,171619,0.16,2,448,0,High Risk,Low savings
1532,vendor,72491,0.25,433,936,1.92,5,105237,0.49,3,687,1,Medium Risk,High missed payments
1533,shopkeeper,65621,0.23,483,1808,1.72,11,25769,0.23,2,651,1,Medium Risk,Stable financial behavior
1534,freelancer,68283,0.26,219,1272,1.61,10,175955,0.32,1,659,1,Medium Risk,Stable financial behavior
1535,delivery_agent,95140,0.18,462,2308,1.61,3,81340,0.16,5,813,1,Low Risk,High missed payments
1536,shopkeeper,26923,0.19,216,336,0.77,0,99199,0.27,4,403,0,High Risk,High missed payments
1537,delivery_agent,57591,0.5,237,1765,1.74,3,124222,0.08,1,591,0,High Risk,Low savings
1538,delivery_agent,72261,0.29,218,1835,0.91,8,186234,0.07,2,676,1,Medium Risk,Low savings
1539,freelancer,64336,0.32,338,792,1.9,0,53434,0.26,2,633,1,Medium Risk,Stable financial behavior
1540,vendor,84083,0.4,278,1555,1.05,9,42102,0.23,1,751,1,Low Risk,Stable financial behavior
1541,driver,70948,0.39,146,2090,1.79,2,41536,0.11,0,668,1,Medium Risk,Low savings
1542,vendor,43002,0.13,416,1096,0.9,4,124639,0.36,1,513,0,High Risk,Stable financial behavior
1543,freelancer,90098,0.52,65,345,1.27,6,70775,0.5,5,772,1,Low Risk,High missed payments
1544,freelancer,83016,0.19,328,2103,0.66,8,51147,0.23,5,738,1,Medium Risk,High missed payments
1545,freelancer,36672,0.46,184,2647,1.49,5,70526,0.33,4,463,0,High Risk,High missed payments
1546,shopkeeper,14213,0.49,75,730,1.75,2,174731,0.48,1,333,0,High Risk,Stable financial behavior
1547,vendor,20293,0.46,401,1941,1.58,6,124663,0.42,3,378,0,High Risk,High missed payments
1548,vendor,65860,0.39,61,844,1.28,3,132180,0.26,5,626,1,Medium Risk,High missed payments
1549,delivery_agent,72507,0.11,121,252,0.57,2,144233,0.38,5,667,1,Medium Risk,High missed payments
1550,delivery_agent,67134,0.28,182,374,1.9,6,43088,0.11,5,640,1,Medium Risk,High missed payments
1551,delivery_agent,12100,0.4,155,2922,1.56,10,88464,0.28,0,327,0,High Risk,Stable financial behavior
1552,freelancer,71997,0.29,269,2341,1.62,10,125921,0.18,3,677,1,Medium Risk,High missed payments
1553,vendor,38172,0.53,422,376,1.69,6,79998,0.12,1,485,0,High Risk,Low savings
1554,freelancer,30132,0.25,226,1036,1.62,3,60382,0.24,0,433,0,High Risk,Stable financial behavior
1555,shopkeeper,28199,0.25,331,810,1.16,11,48184,0.11,5,418,0,High Risk,High missed payments
1556,delivery_agent,46609,0.23,182,1086,1.6,6,171171,0.36,3,525,0,High Risk,High missed payments
1557,freelancer,52965,0.27,71,956,1.44,10,57739,0.26,3,559,0,High Risk,High missed payments
1558,freelancer,18016,0.38,318,1453,1.78,1,147937,0.29,0,364,0,High Risk,Stable financial behavior
1559,shopkeeper,49779,0.45,461,414,1.7,0,159461,0.12,5,545,0,High Risk,High missed payments
1560,driver,41881,0.43,210,1294,0.56,11,37352,0.11,0,501,0,High Risk,Low savings
1561,vendor,92594,0.5,156,2170,1.07,1,146788,0.31,2,791,1,Low Risk,Stable financial behavior
1562,driver,34472,0.54,328,1698,0.55,3,137843,0.49,5,451,0,High Risk,High missed payments
1563,delivery_agent,61813,0.51,402,1119,0.65,7,172220,0.09,0,623,1,Medium Risk,Low savings
1564,freelancer,46021,0.11,284,323,1.4,2,51828,0.18,1,525,0,High Risk,Low savings
1565,shopkeeper,64131,0.47,67,2305,1.81,9,88040,0.44,5,622,1,Medium Risk,High missed payments
1566,shopkeeper,34087,0.2,291,2002,0.68,5,114279,0.08,4,449,0,High Risk,High missed payments
1567,vendor,22828,0.17,166,1934,1.18,5,114430,0.44,5,380,0,High Risk,High missed payments
1568,driver,71610,0.42,335,173,1.87,8,191783,0.29,2,679,1,Medium Risk,Stable financial behavior
1569,vendor,11401,0.26,331,1402,1.72,8,135957,0.23,0,329,0,High Risk,Stable financial behavior
1570,freelancer,95179,0.13,193,2640,1.28,3,37748,0.19,4,805,1,Low Risk,High missed payments
1571,vendor,25193,0.17,254,1741,1.66,8,108636,0.18,2,403,0,High Risk,Low savings
1572,shopkeeper,54864,0.1,88,2157,1.28,5,184763,0.19,1,571,0,High Risk,Low savings
1573,shopkeeper,30307,0.55,466,2996,0.74,1,135158,0.45,5,431,0,High Risk,High missed payments
1574,delivery_agent,29611,0.11,203,2983,0.69,9,30246,0.38,4,423,0,High Risk,High missed payments
1575,delivery_agent,53791,0.2,225,2879,0.78,10,79395,0.35,0,574,0,High Risk,Stable financial behavior
1576,freelancer,21950,0.31,498,491,1.03,5,183558,0.41,0,395,0,High Risk,Stable financial behavior
1577,driver,86240,0.28,290,1290,1.9,1,181412,0.17,1,762,1,Low Risk,Low savings
1578,vendor,87403,0.56,471,960,1.7,7,70300,0.33,2,776,1,Low Risk,Stable financial behavior
1579,freelancer,12745,0.12,435,1075,1.15,3,154158,0.26,4,330,0,High Risk,High missed payments
1580,delivery_agent,65243,0.36,418,1609,1.24,4,34860,0.4,1,644,1,Medium Risk,Stable financial behavior
1581,vendor,13866,0.44,183,1791,0.9,7,37013,0.19,2,331,0,High Risk,Low savings
1582,delivery_agent,42245,0.57,95,2929,1.56,10,158479,0.34,3,497,0,High Risk,High missed payments
1583,vendor,54724,0.41,99,1784,1.7,7,53542,0.45,3,570,0,High Risk,High missed payments
1584,driver,81354,0.5,215,675,0.86,11,44935,0.23,2,731,1,Medium Risk,Stable financial behavior
1585,freelancer,61374,0.14,155,1740,0.56,11,69079,0.08,0,614,1,Medium Risk,Low savings
1586,vendor,40116,0.29,265,1047,1.44,5,54111,0.28,0,494,0,High Risk,Stable financial behavior
1587,shopkeeper,91029,0.29,195,2831,1.34,3,76550,0.21,3,783,1,Low Risk,High missed payments
1588,shopkeeper,30447,0.54,460,140,1.1,0,96955,0.35,0,440,0,High Risk,Stable financial behavior
1589,vendor,40431,0.18,474,2264,1.47,11,60565,0.48,0,507,0,High Risk,Stable financial behavior
1590,vendor,27908,0.18,121,256,1.33,6,39283,0.27,2,413,0,High Risk,Stable financial behavior
1591,vendor,39336,0.26,379,1138,0.88,7,86470,0.26,5,483,0,High Risk,High missed payments
1592,shopkeeper,50992,0.13,322,1961,1.1,8,106916,0.34,2,557,0,High Risk,Stable financial behavior
1593,shopkeeper,65350,0.19,296,565,1.14,1,99552,0.1,0,639,1,Medium Risk,Low savings
1594,vendor,79561,0.58,495,1230,1.82,0,58233,0.16,2,727,1,Medium Risk,Low savings
1595,delivery_agent,61955,0.31,462,1842,1.94,3,42695,0.46,4,623,1,Medium Risk,High missed payments
1596,delivery_agent,71240,0.42,235,2844,1.84,4,146440,0.35,3,670,1,Medium Risk,High missed payments
1597,driver,30093,0.46,119,2403,1.58,9,193806,0.06,5,420,0,High Risk,High missed payments
1598,freelancer,16155,0.28,199,1951,1.38,11,101257,0.14,4,345,0,High Risk,High missed payments
1599,delivery_agent,56607,0.17,295,2055,1.53,0,21505,0.36,4,583,0,High Risk,High missed payments
1600,shopkeeper,43487,0.2,311,444,1.91,4,156435,0.39,0,517,0,High Risk,Stable financial behavior
1601,delivery_agent,65668,0.26,75,1147,0.87,5,199780,0.43,0,637,1,Medium Risk,Stable financial behavior
1602,driver,30963,0.42,472,236,1.3,2,63614,0.18,4,437,0,High Risk,High missed payments
1603,driver,60124,0.3,189,1647,1.53,11,21010,0.47,4,605,1,Medium Risk,High missed payments
1604,freelancer,62870,0.1,148,1641,1.52,6,150560,0.3,1,622,1,Medium Risk,Stable financial behavior
1605,delivery_agent,66547,0.36,447,2720,0.88,5,170933,0.36,1,652,1,Medium Risk,Stable financial behavior
1606,shopkeeper,74110,0.56,327,779,1.38,3,175197,0.32,3,688,1,Medium Risk,High missed payments
1607,shopkeeper,63554,0.51,100,289,1.69,2,160441,0.11,4,615,1,Medium Risk,High missed payments
1608,vendor,30936,0.51,200,2630,1.21,4,89393,0.48,2,433,0,High Risk,Stable financial behavior
1609,shopkeeper,14426,0.5,481,190,1.69,2,177743,0.11,5,338,0,High Risk,High missed payments
1610,freelancer,98839,0.26,153,188,1.04,9,84512,0.16,1,833,1,Low Risk,Low savings
1611,freelancer,37606,0.48,483,2556,1.91,8,118026,0.42,0,490,0,High Risk,Stable financial behavior
1612,shopkeeper,57832,0.17,138,119,1.3,8,95656,0.33,4,587,0,High Risk,High missed payments
1613,shopkeeper,38151,0.43,190,434,1.39,5,117686,0.43,2,476,0,High Risk,Stable financial behavior
1614,vendor,89303,0.42,262,679,0.55,10,195210,0.28,5,773,1,Low Risk,High missed payments
1615,shopkeeper,21308,0.11,282,2295,0.76,5,35489,0.22,2,378,0,High Risk,Stable financial behavior
1616,vendor,72522,0.49,443,254,1.45,11,79789,0.46,2,690,1,Medium Risk,Stable financial behavior
1617,vendor,55671,0.55,232,1799,1.13,3,89925,0.07,0,580,0,High Risk,Low savings
1618,shopkeeper,12204,0.23,300,617,1.26,3,69703,0.44,1,329,0,High Risk,Stable financial behavior
1619,driver,97265,0.51,58,1031,0.59,1,96625,0.15,2,813,1,Low Risk,Low savings
1620,driver,41131,0.14,128,854,1.75,9,127535,0.43,5,489,0,High Risk,High missed payments
1621,vendor,62428,0.4,101,1760,1.68,3,23051,0.11,1,615,1,Medium Risk,Low savings
1622,shopkeeper,43870,0.34,435,2956,0.78,7,189162,0.31,3,515,0,High Risk,High missed payments
1623,driver,59067,0.37,458,931,1.45,9,48805,0.45,0,615,1,Medium Risk,Stable financial behavior
1624,shopkeeper,68585,0.56,318,2085,1.73,1,114978,0.26,1,659,1,Medium Risk,Stable financial behavior
1625,shopkeeper,31607,0.54,275,1023,1.46,8,64557,0.39,1,444,0,High Risk,Stable financial behavior
1626,shopkeeper,34968,0.49,100,689,0.97,0,153627,0.41,2,451,0,High Risk,Stable financial behavior
1627,delivery_agent,21908,0.24,235,1504,1.48,1,70241,0.38,5,375,0,High Risk,High missed payments
1628,shopkeeper,36423,0.56,83,374,0.82,1,147838,0.47,2,459,0,High Risk,Stable financial behavior
1629,delivery_agent,84707,0.15,340,491,0.98,10,85994,0.25,5,750,1,Low Risk,High missed payments
1630,vendor,88257,0.53,279,853,0.86,5,134005,0.13,0,774,1,Low Risk,Low savings
1631,driver,71215,0.26,180,2385,1.34,6,36066,0.07,1,670,1,Medium Risk,Low savings
1632,driver,65835,0.13,169,275,0.66,2,155793,0.16,4,630,1,Medium Risk,High missed payments
1633,driver,59429,0.43,492,1137,1.9,10,97982,0.11,5,607,1,Medium Risk,High missed payments
1634,driver,92152,0.22,375,1016,1.0,8,26304,0.3,5,794,1,Low Risk,High missed payments
1635,driver,48458,0.22,296,609,0.83,4,62967,0.13,2,537,0,High Risk,Low savings
1636,driver,56169,0.25,481,763,1.24,4,98763,0.07,2,589,0,High Risk,Low savings
1637,driver,17659,0.13,241,547,0.92,10,60462,0.07,3,355,0,High Risk,High missed payments
1638,vendor,70614,0.19,452,2946,1.3,11,140356,0.42,5,674,1,Medium Risk,High missed payments
1639,shopkeeper,87240,0.1,372,2157,1.02,3,91834,0.32,0,773,1,Low Risk,Stable financial behavior
1640,freelancer,42793,0.32,259,306,0.7,8,131023,0.21,1,506,0,High Risk,Stable financial behavior
1641,delivery_agent,56473,0.14,152,626,0.9,7,137771,0.45,1,585,0,High Risk,Stable financial behavior
1642,freelancer,99388,0.44,378,2336,1.16,11,95842,0.08,1,844,1,Low Risk,Low savings
1643,freelancer,98330,0.22,421,87,0.55,3,22589,0.49,5,830,1,Low Risk,High missed payments
1644,shopkeeper,65751,0.57,182,2122,1.66,3,145023,0.33,2,637,1,Medium Risk,Stable financial behavior
1645,shopkeeper,88915,0.54,372,459,1.43,1,188150,0.13,0,780,1,Low Risk,Low savings
1646,shopkeeper,64254,0.24,188,510,1.4,8,74918,0.36,1,633,1,Medium Risk,Stable financial behavior
1647,driver,17006,0.49,170,1490,1.32,2,164673,0.39,5,344,0,High Risk,High missed payments
1648,vendor,84218,0.5,143,2454,1.39,3,27711,0.24,4,739,1,Medium Risk,High missed payments
1649,driver,75344,0.59,178,432,1.9,6,79430,0.44,3,694,1,Medium Risk,High missed payments
1650,vendor,43840,0.4,140,1882,0.51,9,122605,0.12,3,504,0,High Risk,High missed payments
1651,vendor,42430,0.14,141,618,0.57,7,23970,0.18,1,499,0,High Risk,Low savings
1652,freelancer,33091,0.42,112,1121,0.79,7,89535,0.09,2,441,0,High Risk,Low savings
1653,freelancer,42983,0.41,78,482,0.75,3,106570,0.14,3,494,0,High Risk,High missed payments
1654,vendor,33989,0.42,259,105,0.77,6,141315,0.16,3,449,0,High Risk,High missed payments
1655,vendor,85451,0.25,61,2674,1.51,9,187248,0.46,3,750,1,Low Risk,High missed payments
1656,driver,28990,0.53,382,2365,1.19,0,132111,0.09,3,422,0,High Risk,High missed payments
1657,driver,90360,0.58,346,2166,1.99,5,61730,0.24,1,790,1,Low Risk,Stable financial behavior
1658,freelancer,46081,0.21,179,1801,0.84,5,164457,0.29,5,515,0,High Risk,High missed payments
1659,shopkeeper,21033,0.14,342,2097,0.97,5,143252,0.45,0,385,0,High Risk,Stable financial behavior
1660,vendor,26241,0.2,222,951,1.98,11,157022,0.5,0,416,0,High Risk,Stable financial behavior
1661,driver,15939,0.51,257,1674,1.75,1,174470,0.39,2,347,0,High Risk,Stable financial behavior
1662,freelancer,57562,0.44,481,2890,1.2,7,176349,0.49,5,596,0,High Risk,High missed payments
1663,driver,45063,0.42,73,306,1.33,4,177833,0.4,4,508,0,High Risk,High missed payments
1664,vendor,86721,0.3,148,721,1.76,4,83944,0.48,0,765,1,Low Risk,Stable financial behavior
1665,vendor,37045,0.39,455,539,1.22,1,182605,0.37,4,473,0,High Risk,High missed payments
1666,delivery_agent,54769,0.25,405,2843,0.81,3,127437,0.09,0,581,0,High Risk,Low savings
1667,shopkeeper,57118,0.34,188,2146,1.74,11,146794,0.23,0,594,0,High Risk,Stable financial behavior
1668,delivery_agent,94703,0.5,363,1732,1.31,8,92123,0.34,2,815,1,Low Risk,Stable financial behavior
1669,freelancer,31625,0.59,223,365,0.73,8,42880,0.21,3,435,0,High Risk,High missed payments
1670,driver,37076,0.57,78,2510,1.26,5,192825,0.17,2,463,0,High Risk,Low savings
1671,freelancer,74805,0.57,468,483,1.12,10,107829,0.31,0,706,1,Medium Risk,Stable financial behavior
1672,vendor,54605,0.3,192,1075,1.82,8,152633,0.47,5,570,0,High Risk,High missed payments
1673,delivery_agent,94565,0.33,365,2025,0.69,3,73205,0.07,3,807,1,Low Risk,High missed payments
1674,delivery_agent,98509,0.45,400,2029,1.81,10,126948,0.4,5,836,1,Low Risk,High missed payments
1675,delivery_agent,49121,0.56,91,1439,1.27,0,79810,0.38,5,528,0,High Risk,High missed payments
1676,freelancer,75101,0.17,348,469,1.11,1,133089,0.48,5,692,1,Medium Risk,High missed payments
1677,vendor,41433,0.25,257,1646,0.74,0,84482,0.47,3,493,0,High Risk,High missed payments
1678,driver,53309,0.17,379,1634,1.55,7,89192,0.39,5,568,0,High Risk,High missed payments
1679,driver,77468,0.41,482,893,1.89,8,107154,0.28,3,717,1,Medium Risk,High missed payments
1680,freelancer,54254,0.25,241,1517,1.06,9,106066,0.14,4,568,0,High Risk,High missed payments
1681,delivery_agent,77293,0.26,209,483,0.86,11,179402,0.3,0,712,1,Medium Risk,Stable financial behavior
1682,shopkeeper,47853,0.14,113,2740,1.33,5,167211,0.39,1,533,0,High Risk,Stable financial behavior
1683,freelancer,48405,0.27,292,1628,1.69,1,148514,0.45,5,534,0,High Risk,High missed payments
1684,freelancer,76652,0.53,307,2154,0.51,5,52977,0.41,2,704,1,Medium Risk,Stable financial behavior
1685,vendor,53527,0.22,201,1013,1.45,8,24983,0.14,4,563,0,High Risk,High missed payments
1686,driver,87227,0.45,264,1026,1.39,11,190981,0.32,2,769,1,Low Risk,Stable financial behavior
1687,freelancer,10492,0.41,371,95,0.98,2,69029,0.2,1,318,0,High Risk,Stable financial behavior
1688,freelancer,18811,0.53,215,1243,1.18,8,172401,0.05,3,360,0,High Risk,High missed payments
1689,delivery_agent,34272,0.17,80,466,0.87,1,142668,0.14,1,447,0,High Risk,Low savings
1690,delivery_agent,82010,0.59,420,897,1.68,10,187806,0.1,2,742,1,Medium Risk,Low savings
1691,shopkeeper,57153,0.39,281,2236,1.45,4,62837,0.43,1,593,0,High Risk,Stable financial behavior
1692,vendor,64110,0.6,331,296,1.3,10,137512,0.17,0,637,1,Medium Risk,Low savings
1693,shopkeeper,23979,0.56,78,279,1.09,1,86786,0.18,1,386,0,High Risk,Low savings
1694,delivery_agent,38328,0.21,244,841,0.94,6,24758,0.48,5,474,0,High Risk,High missed payments
1695,driver,22867,0.13,383,686,1.73,10,122667,0.22,0,399,0,High Risk,Stable financial behavior
1696,delivery_agent,69234,0.23,305,2471,1.18,9,128119,0.05,5,656,1,Medium Risk,High missed payments
1697,vendor,35851,0.36,330,787,1.25,8,120157,0.18,1,469,0,High Risk,Low savings
1698,delivery_agent,41279,0.19,353,1138,1.28,6,102673,0.1,0,503,0,High Risk,Low savings
1699,vendor,83402,0.18,370,137,1.17,11,117639,0.1,0,753,1,Low Risk,Low savings
1700,vendor,25449,0.33,486,762,0.88,4,172904,0.08,1,410,0,High Risk,Low savings
1701,vendor,86221,0.12,372,1799,0.68,3,152940,0.32,4,759,1,Low Risk,High missed payments
1702,vendor,99080,0.16,395,1277,0.65,11,134869,0.14,3,839,1,Low Risk,High missed payments
1703,vendor,15451,0.31,451,1986,1.64,3,192934,0.21,3,349,0,High Risk,High missed payments
1704,driver,97178,0.13,442,1455,0.84,9,39728,0.44,3,831,1,Low Risk,High missed payments
1705,shopkeeper,51316,0.3,343,650,0.58,7,123542,0.24,0,561,0,High Risk,Stable financial behavior
1706,freelancer,73064,0.34,136,1549,1.7,9,113565,0.46,3,681,1,Medium Risk,High missed payments
1707,shopkeeper,73761,0.33,198,2636,0.73,9,190929,0.27,0,689,1,Medium Risk,Stable financial behavior
1708,vendor,48870,0.53,298,263,1.44,9,179255,0.23,4,540,0,High Risk,High missed payments
1709,driver,40873,0.37,370,2171,1.01,9,170012,0.39,1,501,0,High Risk,Stable financial behavior
1710,delivery_agent,68627,0.33,454,2158,0.69,9,145019,0.08,1,664,1,Medium Risk,Low savings
1711,driver,76155,0.31,332,747,1.12,0,156352,0.09,0,703,1,Medium Risk,Low savings
1712,vendor,35372,0.51,411,1292,0.52,4,122548,0.34,0,468,0,High Risk,Stable financial behavior
1713,driver,13642,0.55,428,2109,1.76,1,153236,0.27,4,334,0,High Risk,High missed payments
1714,driver,38001,0.53,247,2911,1.27,10,141289,0.41,3,477,0,High Risk,High missed payments
1715,vendor,44064,0.44,93,2129,0.71,8,149068,0.46,4,504,0,High Risk,High missed payments
1716,driver,24122,0.17,405,1233,0.86,6,99624,0.22,1,402,0,High Risk,Stable financial behavior
1717,freelancer,34820,0.24,77,1050,1.17,9,169477,0.32,1,456,0,High Risk,Stable financial behavior
1718,freelancer,78431,0.12,478,286,0.78,7,22821,0.28,5,716,1,Medium Risk,High missed payments
1719,driver,65745,0.57,66,1254,0.9,5,75090,0.49,3,631,1,Medium Risk,High missed payments
1720,delivery_agent,60081,0.43,176,2655,1.3,8,173588,0.42,1,608,1,Medium Risk,Stable financial behavior
1721,vendor,80902,0.47,428,1531,1.75,5,161545,0.46,5,731,1,Medium Risk,High missed payments
1722,freelancer,18711,0.26,217,1153,1.1,6,66454,0.16,0,365,0,High Risk,Low savings
1723,delivery_agent,95132,0.52,293,696,1.58,6,193602,0.4,1,817,1,Low Risk,Stable financial behavior
1724,driver,28793,0.23,436,2917,1.82,8,124273,0.17,2,431,0,High Risk,Low savings
1725,delivery_agent,18199,0.1,125,522,0.82,10,124472,0.14,3,355,0,High Risk,High missed payments
1726,shopkeeper,86253,0.29,280,161,1.71,7,175870,0.47,5,759,1,Low Risk,High missed payments
1727,freelancer,46191,0.39,253,1895,1.64,0,151935,0.06,3,519,0,High Risk,High missed payments
1728,driver,20211,0.34,499,1704,1.04,3,36148,0.48,3,379,0,High Risk,High missed payments
1729,vendor,73069,0.53,297,432,1.98,6,106545,0.12,2,685,1,Medium Risk,Low savings
1730,driver,98896,0.15,351,66,0.89,10,74459,0.42,4,837,1,Low Risk,High missed payments
1731,vendor,66746,0.38,263,542,0.88,7,104224,0.17,0,649,1,Medium Risk,Low savings
1732,driver,31542,0.36,264,1946,1.66,6,86189,0.21,3,438,0,High Risk,High missed payments
1733,delivery_agent,41312,0.24,207,1559,1.15,11,159201,0.15,1,498,0,High Risk,Low savings
1734,delivery_agent,55242,0.51,118,166,1.0,2,111954,0.31,0,574,0,High Risk,Stable financial behavior
1735,delivery_agent,97893,0.48,442,1628,0.77,3,43118,0.21,1,834,1,Low Risk,Stable financial behavior
1736,shopkeeper,65388,0.47,134,929,1.65,11,151515,0.35,0,641,1,Medium Risk,Stable financial behavior
1737,vendor,37691,0.54,316,2212,1.68,6,178113,0.06,0,480,0,High Risk,Low savings
1738,delivery_agent,87960,0.46,118,1868,1.35,7,109379,0.08,5,759,1,Low Risk,High missed payments
1739,shopkeeper,94388,0.22,148,1622,1.94,6,41053,0.09,1,807,1,Low Risk,Low savings
1740,vendor,32601,0.45,396,2911,0.98,5,116384,0.24,1,450,0,High Risk,Stable financial behavior
1741,driver,28020,0.25,499,1698,0.83,8,188276,0.42,0,432,0,High Risk,Stable financial behavior
1742,shopkeeper,18155,0.22,265,693,1.52,8,137545,0.45,3,362,0,High Risk,High missed payments
1743,freelancer,79119,0.14,464,1409,1.64,10,193312,0.16,1,730,1,Medium Risk,Low savings
1744,shopkeeper,91051,0.47,210,385,0.84,6,146675,0.31,2,786,1,Low Risk,Stable financial behavior
1745,shopkeeper,46777,0.46,472,196,0.61,7,113749,0.4,2,536,0,High Risk,Stable financial behavior
1746,vendor,29710,0.22,143,171,1.72,5,159363,0.18,0,428,0,High Risk,Low savings
1747,driver,34532,0.47,223,130,1.96,0,36285,0.23,4,450,0,High Risk,High missed payments
1748,freelancer,28601,0.56,214,2782,1.47,0,81589,0.29,0,421,0,High Risk,Stable financial behavior
1749,delivery_agent,73227,0.15,164,2759,0.92,5,33944,0.11,0,682,1,Medium Risk,Low savings
1750,delivery_agent,14967,0.22,269,2472,2.0,1,121041,0.06,3,338,0,High Risk,High missed payments
1751,shopkeeper,94289,0.48,493,2160,1.84,7,108876,0.12,3,814,1,Low Risk,High missed payments
1752,vendor,30022,0.24,80,553,1.27,0,115561,0.33,5,416,0,High Risk,High missed payments
1753,vendor,53463,0.41,60,717,1.74,1,74391,0.08,4,554,0,High Risk,High missed payments
1754,delivery_agent,84671,0.14,392,2546,1.72,7,21607,0.14,4,753,1,Low Risk,High missed payments
1755,freelancer,15722,0.33,426,2965,1.9,11,22953,0.2,4,352,0,High Risk,High missed payments
1756,driver,37413,0.47,179,1494,1.76,5,64941,0.09,4,466,0,High Risk,High missed payments
1757,freelancer,91050,0.44,154,1395,1.47,11,81683,0.14,4,783,1,Low Risk,High missed payments
1758,driver,95867,0.51,76,2777,1.41,9,129588,0.46,0,817,1,Low Risk,Stable financial behavior
1759,delivery_agent,93596,0.54,276,1239,1.2,1,142080,0.06,0,803,1,Low Risk,Low savings
1760,driver,76732,0.49,51,1670,1.44,1,31154,0.34,5,690,1,Medium Risk,High missed payments
1761,vendor,22297,0.44,408,2030,1.69,10,145542,0.22,2,392,0,High Risk,Stable financial behavior
1762,shopkeeper,78323,0.12,150,1722,1.95,6,160119,0.35,2,713,1,Medium Risk,Stable financial behavior
1763,shopkeeper,33816,0.37,70,2558,1.2,4,108529,0.31,5,439,0,High Risk,High missed payments
1764,delivery_agent,50695,0.12,107,508,1.36,4,34323,0.15,5,540,0,High Risk,High missed payments
1765,vendor,29702,0.5,438,1262,1.17,7,57693,0.43,1,437,0,High Risk,Stable financial behavior
1766,freelancer,35242,0.26,229,513,1.5,11,109170,0.27,0,467,0,High Risk,Stable financial behavior
1767,vendor,65841,0.38,478,961,1.44,11,177364,0.42,4,648,1,Medium Risk,High missed payments
1768,shopkeeper,77712,0.24,390,2476,0.53,6,65111,0.23,1,715,1,Medium Risk,Stable financial behavior
1769,shopkeeper,95663,0.49,398,1075,1.31,11,59491,0.49,3,822,1,Low Risk,High missed payments
1770,vendor,63574,0.54,69,2461,0.63,8,69336,0.4,0,624,1,Medium Risk,Stable financial behavior
1771,vendor,95744,0.3,304,121,0.54,3,36905,0.48,5,811,1,Low Risk,High missed payments
1772,shopkeeper,38482,0.53,366,1500,1.69,9,50273,0.28,2,486,0,High Risk,Stable financial behavior
